src,prod,name
C=C(C)C=O.C1C=CCC=1,C[C@@]1(C[C@H]2C=C[C@@H]1C2)C=O,Diels-Alder cycloaddition
C[C@H](/N=C/C(=O)OC)c1ccccc1.C1C=CCC=1.CC(=O)N(C)C.O=C(O)C(F)(F)F,COC(=O)[C@H]1[C@@H]2C=C[C@H](C2)N1[C@@H](C)c1ccccc1,Aza-Diels-Alder reaction
C=CC(=C)CC/C=C(\C)C.C=CC(=O)OC,C/C(C)=C\CCC1=CCC(CC1)C(=O)OC,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.COC(=O)/C=C\C(=O)OC,COC(=O)[C@H]1CC=C(C[C@@H]1C(=O)OC)CC/C=C(\C)CC/C=C(\C)C,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.C=CC#N,C/C(C)=C\CC/C(C)=C/CCC1=CCC(CC1)C#N,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.COC(=O)/C=C/C(=O)OC,COC(=O)[C@@H]1CC=C(C[C@H]1C(=O)OC)CC/C=C(\C)CC/C=C(\C)C,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.C=CC(=O)OC,C/C(C)=C\CC/C(C)=C/CCC1=CCC(CC1)C(=O)OC,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.C=CC(=O)OCCO,C/C(C)=C\CC/C(C)=C/CCC1=CCC(CC1)C(=O)OCCO,Diels-Alder cycloaddition
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C.C=C1CC(OC1=O)=O,C/C(C)=C\CC/C(C)=C/CCC1=CCCC2(C1)CC(OC2=O)=O,Diels-Alder cycloaddition
C=CC=C.CCOC(=O)C(=O)C(=O)OCC.CC#N,CCOC(=O)C1(CC=CCO1)C(=O)OCC,Oxa-Diels-Alder reaction
C=CC=O.C=C(C)C(=O)OCc1ccccc1,CC1(CCC=CO1)C(=O)OCc1ccccc1,Oxa-Diels-Alder reaction
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C#CCCCCO.C=C(C)C(=C)C,CC1CC(=CCC=1C)CCCCO,Triple bond Diels-Alder
C#CCCCCO.C=C(C)C(=C)C,CC1CC(=CCC=1C)CCCCO,Triple bond Diels-Alder
C#CCCCCO.C=C(C)C(=C)C.c1ccc(cc1)P(CCP(c1ccccc1)c1ccccc1)c1ccccc1.C1CCOC1.I[Zn]I.[Br-].[Br-].[Co+2].[Zn],CC1CC=C(CC=1C)CCCCO,Triple bond Diels-Alder
C=CC=C.COCOc1cc(ccc1/C=C/[N+]([O-])=O)OCc1ccccc1.Cc1ccccc1,COCOc1cc(ccc1C1CC=CCC1[N+]([O-])=O)OCc1ccccc1,Diels-Alder cycloaddition
O=P(C#CBr)(C1CCCCC1)C1CCCCC1.C1C=CCC=1.Cc1ccccc1.Oc1ccc(cc1)O,O=P(C1=C([C@@H]2C=C[C@H]1C2)Br)(C1CCCCC1)C1CCCCC1,Triple bond Diels-Alder
CC(C)(C)P(=O)(C#CBr)C(C)(C)C.C1C=CCC=1.Oc1ccc(cc1)O.Cc1ccccc1,CC(C)(C)P(=O)(C1=C([C@@H]2C=C[C@H]1C2)Br)C(C)(C)C,Triple bond Diels-Alder
O=P(C#CBr)(c1ccccc1)c1ccccc1.C1C=CCC=1.Cc1ccccc1.Oc1ccc(cc1)O,O=P(C1=C([C@@H]2C=C[C@H]1C2)Br)(c1ccccc1)c1ccccc1,Triple bond Diels-Alder
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
CC[C@@H]1C(N(c2cnc(nc2N1C1CCCC1)C#Cc1ccccc1)C)=O.c1nncnn1.[O-][N+](=O)c1ccccc1,CC[C@@H]1C(N(c2cnc(nc2N1C1CCCC1)-c1cnncc1-c1ccccc1)C)=O,Aza-Diels-Alder reaction
C=C.O=Cc1ccc(o1)CO,O=CC12C=CC(CC2)(O1)CO,Diels-Alder cycloaddition
C=C.OCc1ccc(o1)CO,OCC12C=CC(CC2)(O1)CO,Diels-Alder cycloaddition
C=CC(=O)CCC.COC1=CC=C2[C@H]3CCc4ccc(c5O[C@@H]1[C@]2(CCN3C)c54)OC,CCCC(=O)[C@H]1C[C@@]23C=C[C@@]1([C@@H]1Oc4c(ccc5CC[C@H]3N(CCC12c45)C)OC)OC,Diels-Alder cycloaddition
C=C.C/C=C/C=C/C,CC1C=CC(CC1)C,Diels-Alder cycloaddition
C=CC=C.C/C=C/C,C[C@H]1CC=CC[C@@H]1C,Diels-Alder cycloaddition
C=CC(=C)C.C=CC(=O)O[C@@H]1C(OCC1(C)C)=O.Cl[Ti],CC1(COC([C@H]1OC(=O)[C@@H]1CCC(=CC1)C)=O)C,Diels-Alder cycloaddition
C=C(OCC)OCC.COC(=O)c1nncc(n1)-c1ccccc1,CCOc1cc(nc(c1)C(=O)OC)-c1ccccc1,Aza-Diels-Alder reaction
C=CC(=O)O[C@@H]1C(OCC1(C)C)=O.C=CC(=C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl,CC1(COC([C@H]1OC(=O)[C@@H]1CCC(=CC1)C)=O)C,Diels-Alder cycloaddition
C=CC(=O)O.c1ccoc1.C1CCOC1.B,O=C(O)[C@H]1C[C@H]2C=C[C@@H]1O2,Diels-Alder cycloaddition
COC(=O)C#CBr.CC(C)(C)OC(=O)n1cccc1,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=C(C(=O)O)C(F)(F)F.C1C=CCC=1,O=C(O)C1(CC2C=CC1C2)C(F)(F)F,Diels-Alder cycloaddition
C=C(C(=O)O)C(F)(F)F.C1C=CCC=1,O=C(O)C1(CC2C=CC1C2)C(F)(F)F,Diels-Alder cycloaddition
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=C(C(=O)O)C(F)(F)F.C1C=CCC=1.CCCCCC.c1ccccc1,O=C(O)C1(CC2C=CC1C2)C(F)(F)F,Diels-Alder cycloaddition
C=CC=CC.C=CC,CC1C=CCC(C1)C,Diels-Alder cycloaddition
COC(=O)c1ccc(cc1)COc1ccc(cc1)C[C@H](NC(=O)OC(C)(C)C)C(=O)/C=C/C(=O)N[C@@H]1CCCc2c1cccc2.C=CC=C.Cc1ccccc1,COC(=O)c1ccc(cc1)COc1ccc(cc1)C[C@H](NC(=O)OC(C)(C)C)C(=O)[C@H]1CC=CC[C@@H]1C(=O)N[C@@H]1CCCc2c1cccc2,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1,O=C1NC([C@H]2[C@@H]1[C@H]1C=C[C@@H]2O1)=O,Diels-Alder cycloaddition
CCOC(=O)C#CBr.CC(C)(C)OC(=O)n1cccc1,CCOC(=O)C1=C([C@@H]2C=C[C@H]1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CBr.CCCCCC.CCOC(C)=O,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC#N.Cc1ccccc1,CC1CCC(CC=1C)C#N,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OC.Cc1ccccc1,CC1CCC(CC=1C)C(=O)OC,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O.C1CCOC1,CC1=CCC2C(OC([C@@H]2C1)=O)=O,Diels-Alder cycloaddition
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC#N.Cc1ccccc1,CC1CCC(CC=1C)C#N,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OC.Cc1ccccc1,CC1CCC(CC=1C)C(=O)OC,Diels-Alder cycloaddition
COC1=C(C(C=C(C1=O)C)=O)OC.C1C=CCC=1.O.O.[Na+].CC(=O)O.[OH-],COC1=C(C(C2C3C=CC(C3)C2(C1=O)C)=O)OC,Diels-Alder cycloaddition
C=CC(=C)OC.[O-][N+](=O)/C=C/c1cc(c(cc1F)F)F,COC1=CCC(C(C1)c1cc(c(cc1F)F)F)[N+]([O-])=O,Diels-Alder cycloaddition
C=CC(=C)O[Si](C)(C)C.C=CS(C)(=O)=O.Oc1ccc(cc1)O.c1ccccc1,C[Si](C)(C)OC1=CCC(CC1)S(C)(=O)=O,Diels-Alder cycloaddition
C=C(CF)C(=O)OCC.C=C(C=C)O[Si](C)(C)C.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)(CF)C(=O)OCC,Diels-Alder cycloaddition
C=C(CO)C(=O)OCC.C=C(C=C)O[Si](C)(C)C.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)(CO)C(=O)OCC,Diels-Alder cycloaddition
C=C(CO)C(=O)OCC.C=C(C=C)O[Si](C)(C)C.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)(CO)C(=O)OCC,Diels-Alder cycloaddition
C=C(CF)C(=O)OCC.C=C(C=C)O[Si](C)(C)C.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)(CF)C(=O)OCC,Diels-Alder cycloaddition
C=C(CF)C(=O)OCc1ccccc1.C=C(C=C)O[Si](C)(C)C.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)(CF)C(=O)OCc1ccccc1,Diels-Alder cycloaddition
C=CC=C.CCOC(=O)C(=O)C(=O)OCC.CC#N,CCOC(=O)C1(CC=CCO1)C(=O)OCC,Oxa-Diels-Alder reaction
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1[C@@H]2[C@H](C(N1c1ccccc1)=O)[C@H]1C=C[C@@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1[C@@H]2[C@@H](C(N1c1ccccc1)=O)[C@@H]1C=CC2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@@H]2[C@@H]1C1C=C[C@@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1C2C(C(N1c1ccccc1)=O)[C@@H]1C=C[C@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC(C2C1[C@H]1C=C[C@@H]2O1)=O,Diels-Alder cycloaddition
C[C@@H](/N=C/C(=O)OC)c1ccccc1.C1C=CCC=1.O=C(O)C(F)(F)F,COC(=O)[C@@H]1[C@H]2C=C[C@H](C2)N1[C@H](C)c1ccccc1,Aza-Diels-Alder reaction
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC(C2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1[C@@H]2[C@H](C(N1c1ccccc1)=O)[C@H]1C=C[C@@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1C1C=C[C@@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1C2C(C(N1c1ccccc1)=O)C1C=CC2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC(C2C1C1C=CC2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC(C2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1[C@@H]2C(C(N1c1ccccc1)=O)[C@H]1C=C[C@@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1[C@@H]2[C@H](C(N1c1ccccc1)=O)[C@H]1C=C[C@@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1.CC#N,O=C1C2C(C(N1c1ccccc1)=O)[C@@H]1C=C[C@H]2O1,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.CCOC(C)=O,O=C1NC(C2C1[C@H]1C=C[C@@H]2O1)=O,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1,O=C1NC([C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C[Si](C)(C)OC1=CCCC=C1.C#CC(=O)OCC.CC[Al](Cl)CC.ClCCl,CCOC(=O)C1=CC2CCC1C=C2O[Si](C)(C)C,Triple bond Diels-Alder
C=C(C)C(=C)C.C=CC(C)=O.Cc1ccccc1,CC1CCC(CC=1C)C(C)=O,Diels-Alder cycloaddition
C1C=CCCC=1.C=CC(C)=O.Cl[Sn](Cl)(Cl)Cl.[O-]C(=O)O.ClCCl.[Na+],CC(=O)C1CC2C=CC1CC2,Diels-Alder cycloaddition
C=C/C=C/CCC(=O)OCC.C/C=C(\C)C=O.CCOCC.FB(F)F.ClCCl,CCOC(=O)CC[C@@H]1C=CC[C@H]([C@]1(C)C=O)C,Diels-Alder cycloaddition
C=C/C=C/CCC(=O)OCC.C/C=C(\C)C=O.C=C1CO[C@H]([C@@]11C[C@H]2C[C@@H](C[C@@H]([C@]2([C@@H]1O)C)C)O)OC.CCOCC.FB(F)F,CCOC(=O)CC[C@@H]1C=CC[C@H]([C@]1(C)C=O)C,Diels-Alder cycloaddition
C=C/C=C/CCC(=O)OCC.C/C=C(\C)C=O.CCOCC.FB(F)F.ClCCl,CCOC(=O)CC[C@@H]1C=CC[C@H]([C@]1(C)C=O)C,Diels-Alder cycloaddition
C=CC(=O)OC.C=C(C=COC)O[Si](C)(C)C.Cc1ccccc1,COC(=O)C1CCC(=CC1OC)O[Si](C)(C)C,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CBr.CCCCCC.CCOC(C)=O,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CBr.CCCCCC.CCOC(C)=O,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CBr.CCCCCC.CCOC(C)=O,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CBr.CCCCCC.CCOC(C)=O,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
C=CC(=O)OC.C=C(C=COC)O[Si](C)(C)C.Cc1ccccc1,COC(=O)C1CCC(=CC1OC)O[Si](C)(C)C,Diels-Alder cycloaddition
C=CC(=C)C.CC(=O)C=CC(=O)O.C=CC(=O)O.Cl[Ti](Cl)(Cl)Cl,CC(=O)C1CC=C(CC1C(=O)O)C,Diels-Alder cycloaddition
C=CC(=C)C.Cc1ccc(cc1)C(=O)C=CC(=O)O.C=CC(=O)O.Cl[Ti](Cl)(Cl)Cl,Cc1ccc(cc1)C(=O)C1CC=C(CC1C(=O)O)C,Diels-Alder cycloaddition
C=CC(=O)OCC.c1ccoc1.I[Zn]I,CCOC(=O)[C@@H]1C[C@@H]2C=C[C@H]1O2,Diels-Alder cycloaddition
C=CC(=O)OCC.c1ccoc1.CCOC(C)=O.I[Zn]I,CCOC(=O)[C@@H]1C[C@@H]2C=C[C@H]1O2,Diels-Alder cycloaddition
C=CS(=O)(=O)Cc1ccc(c(c1C(=O)OC)OC)Br.C1C=CCCC=1.Cc1ccccc1,COC(=O)c1c(ccc(c1OC)Br)CS(=O)(=O)C1CC2C=CC1CC2,Diels-Alder cycloaddition
C=C(/C=C/OC)O[Si](C)(C)C.C=CC(=O)OC.c1ccccc1,COC(=O)C1CCC(=CC1OC)O[Si](C)(C)C,Diels-Alder cycloaddition
C#CCCCCO.C=C(C)C(=C)C.c1ccc(cc1)P(CCP(c1ccccc1)c1ccccc1)c1ccccc1.C1CCOC1.I[Zn]I.[Br-].[Br-].[Co+2].[Zn],CC1CC=C(CC=1C)CCCCO,Triple bond Diels-Alder
C[C@@H](/N=C/C(=O)OCC)c1ccccc1.C1C=CCC=1,CCOC(=O)[C@@H]1[C@H]2C=C[C@H](C2)N1[C@H](C)c1ccccc1,Aza-Diels-Alder reaction
C=C.O=Cc1ccc(o1)C=O,O=CC12C=CC(CC2)(O1)C=O,Diels-Alder cycloaddition
C=C.Cc1ccc(o1)C,CC12C=CC(CC2)(O1)C,Diels-Alder cycloaddition
C=C.O=Cc1ccc(o1)CO,O=CC12C=CC(CC2)(O1)CO,Diels-Alder cycloaddition
C=C.OCc1ccc(o1)CO,OCC12C=CC(CC2)(O1)CO,Diels-Alder cycloaddition
C=CC(=O)CCC.COC1=CC=C2[C@H]3Cc4ccc(c5O[C@@H]1[C@]2(CCN3C)c54)OC,CCCC(=O)[C@H]1C[C@@]23C=C[C@@]1([C@@H]1Oc4c(ccc5C[C@H]3N(CCC12c45)C)OC)OC,Diels-Alder cycloaddition
C=CC(=O)CCC.COC1=CC=C2[C@H]3Cc4ccc(c5O[C@@H]1[C@]2(CCN3C)c54)OC.CCO,CCCC(=O)[C@H]1C[C@@]23C=C[C@@]1([C@@H]1Oc4c(ccc5C[C@H]3N(CC[C@]12c45)C)OC)OC,Diels-Alder cycloaddition
Cc1ccc(cc1)-c1nncnn1.CCC1[C@@H]2CCC#CCC[C@H]12.CC[C@H](CCC(CC(C)C(=O)Nc1ccc(cc1)-c1nncnn1)C(N)=O)C(=O)Nc1ccc(cc1)-c1nncnn1,Cc1ccc(cc1)-c1nncc2CC[C@@H]3C([C@@H]3CCc21)CC,Aza-Diels-Alder reaction
C=C(C=C(C)C)O[Si](C)(C)C(C)(C)C.COC(=O)c1ccc(cc1)C=O.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.ClC(Cl)Cl.[Eu],COC(=O)c1ccc(cc1)C1CC(=CC(O1)(C)C)O[Si](C)(C)C(C)(C)C,Oxa-Diels-Alder reaction
C=CC(=O)O.C1C=CCC=1,O=C(O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=O.C1C=CCC=1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
COC(=O)C#CBr.CC(C)(C)OC(=O)n1cccc1,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)Br,Triple bond Diels-Alder
C=CC=O.C1C=CCC=1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
COC(=O)/C=C/[N+]([O-])=O.C1C=CCC=1,COC(=O)[C@H]1C2C=CC(C2)[C@@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C#CS(=O)(=O)c1ccc(cc1)C.C=CC=C,Cc1ccc(cc1)S(=O)(=O)C1=CCC=CC1,Triple bond Diels-Alder
C=CC=O.C1C=CCC=1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=C.C=CC=C,C1=CCCCC1,Diels-Alder cycloaddition
C=CC=C.C#C,C1=CCC=CC1,Triple bond Diels-Alder
C=CC(=C)C.C=CC(=O)O,CC1=CCC(CC1)C(=O)O,Diels-Alder cycloaddition
CC(C)(C)C(=O)Oc1cc(oc1)O[Si](C)(C)C(C)(C)C.CC(=O)C#CC(=O)OC(C)(C)C.C1CCOC1,CC(C)(C)C(=O)OC1=CC2(OC1C(=C2C(C)=O)C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,Triple bond Diels-Alder
C/C=C(/C=C/C(=O)O[C@H](C)/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(C)=O.O.CN1CCCC1=O.CC(=O)OCC.C1CN2CCCCCC2=NC1,CC(=O)OC1=C[C@H]2C(O[C@@H]([C@H]2[C@H]([C@@H]1C)C(=O)N(c1ccccc1)c1ccccc1)C)=O,Diels-Alder cycloaddition
C=CC=C.CCOC(=O)C(=O)C(=O)OCC.CC#N,CCOC(=O)C1(CC=CCO1)C(=O)OCC,Oxa-Diels-Alder reaction
C/C=C(/C=C/C(=O)O[C@H](C)/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(C)=O.O.CN1CCCC1=O.CC(=O)OCC.C1CN2CCCCCC2=NC1,CC(=O)OC1=C[C@H]2C(O[C@@H]([C@H]2[C@H]([C@@H]1C)C(=O)N(c1ccccc1)c1ccccc1)C)=O,Diels-Alder cycloaddition
C/C=C(/C=C/C(=O)O[C@H](C)/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(C)=O.O.CN1CCCC1=O.CC(=O)OCC.C1CN2CCCCCC2=NC1,CC(=O)OC1=C[C@H]2C(O[C@@H]([C@H]2[C@H]([C@@H]1C)C(=O)N(c1ccccc1)c1ccccc1)C)=O,Diels-Alder cycloaddition
COc1cc(cc(c1C1C(C=CC1=O)=O)F)Br.c1ccoc1,COc1cc(cc(c1C1C(C2C(C1=O)C1C=CC2O1)=O)F)Br,Diels-Alder cycloaddition
COc1cc(cc(c1C1C(C=CC1=O)=O)F)Br.c1ccoc1.CO.ClCCl.I[Mg]I,COc1cc(cc(c1C1C(C2C(C1=O)C1C=CC2O1)=O)F)Br,Diels-Alder cycloaddition
C=C(O[Si](CC)(CC)CC)C(/C)=C/C.Cn1ncc(c1C=O)[N+]([O-])=O.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Eu+3],CC1=C(CC(OC1C)c1c(cnn1C)[N+]([O-])=O)O[Si](CC)(CC)CC,Oxa-Diels-Alder reaction
C1C=CCC=1.C1C=CCC=1,C1=CC2C3C=CC(C3)C2C1,Diels-Alder cycloaddition
C1C=CCC=1.C1=CC2C3C=CC(C3)C2C1,C1=CC2C(C1)C1CC2C2C3C=CC(C3)C12,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.c1ccoc1,O=C1OC([C@H]2[C@@H]3C=C[C@@H](O3)[C@@H]12)=O,Diels-Alder cycloaddition
C1C=CCC=1.C1C=CCC=1,C1=CC2C3C=CC(C3)C2C1,Diels-Alder cycloaddition
C1(C(=C(C(C(C=1[2H])([2H])[2H])([2H])[2H])[2H])[2H])[2H].O=C1C=CC(O1)=O.ClC(Cl)(Cl)[2H],O=C1OC([C@H]2[C@@H]1[C@]1(C(=C([C@@]2(C(C1([2H])[2H])([2H])[2H])[2H])[2H])[2H])[2H])=O,Diels-Alder cycloaddition
C#CC(=O)OCC.C1C=CCCC=1.O.CCCCCCC.O=C(O)C(=O)O.Cl[Al](Cl)Cl,CCOC(=O)C1=C[C@@H]2C=C[C@H]1CC2,Triple bond Diels-Alder
CC(C)(C)OC(=O)/N=N/C(=O)OCc1ccccc1.C1C=CCC=1.ClCCl,CC(C)(C)OC(=O)N1[C@H]2C=C[C@H](C2)N1C(=O)OCc1ccccc1,Aza-Diels-Alder reaction
CC(C)(C)OC(=O)/N=N/C(=O)OCc1ccccc1.C1C=CCC=1.ClCCl,CC(C)(C)OC(=O)N1C2C=CC(C2)N1C(=O)OCc1ccccc1,Aza-Diels-Alder reaction
CC/C=C/C=C/CCCC(=O)O.O=C1C=CC(O1)=O.Cc1ccccc1,CCC1C=CC(C2C(OC(C12)=O)=O)CCCC(=O)O,Diels-Alder cycloaddition
C=CC=C.C=C1Cc2ccc(cc2C1=O)Br.CCOCC.FB(F)F.ClCCl,O=C1c2cc(ccc2C[C@]11CC=CCC1)Br,Diels-Alder cycloaddition
C=C1C(/C[C@H](C[C@@H]1O)O)=C\C=C1/CCC[C@]2(C1CC[C@@H]2[C@H](C)CCCC(C)(C)O)C.O=C1N=NC(N1c1ccc2OCCOCCOCCOCCOCCOc2c1)=O,C[C@H](CCCC(C)(C)O)[C@H]1CCC2[C@@]1(CCCC2=CC1C2C[C@H](C[C@@H](C=2Cn2n1c(n(c2=O)-c1ccc2OCCOCCOCCOCCOCCOc2c1)=O)O)O)C,Aza-Diels-Alder reaction
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C1C=CCC=1.C1=C[C@@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C1C=CCC=1.C1=C[C@@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C1C=CCC=1.C1=C[C@@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1CC2C=CC1C2,Diels-Alder cycloaddition
