src,prod
CCC(=O)Cl.Fc1ccc2ccccc2c1.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1cccc2ccc(cc12)F
CCC(=O)Cl.Fc1ccc2ccccc2c1F.Cl.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1cccc2ccc(c(c12)F)F
CCC(=O)Cl.Fc1cccc(c1)Br.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1F)Br
CCC(=O)Cl.Fc1cccc(c1)F.O.O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1F)F
CCC(=O)Cl.Fc1cccc2c1Cc1c(cccc1-2)F.Cl.S=C=S.Cl[Al](Cl)Cl,CCC(=O)c1ccc2c(Cc3c(cccc3-2)F)c1F
CCC(=O)Cl.Fc1cccc2cccc(c12)F.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc(c2c(cccc12)F)F
CCC(=O)Cl.Fc1ccccc1.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1)F
CCC(=O)Cl.Ic1ccccc1.Cl.S=C=S.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1)I
CCC(=O)Cl.O=C1C=C(CC(C1)c1ccc2CCCc2c1)O.O.Cl.ClCCCl.ClCCl.Cl[Al](Cl)Cl.c1ccncc1,CCC(=O)C1=C(CC(CC1=O)c1ccc2CCCc2c1)O
CCC(=O)Cl.O=C1Nc2ccccc2C11CC1.Cl.CN(C)C=O.Cl[Al](Cl)Cl,CCC(=O)c1ccc2NC(C3(CC3)c2c1)=O
CCC(=O)Cl.O=C1Nc2ccccc2Oc2sccc12.ClCCCl.Cl[Al](Cl)Cl,CCC(=O)c1cc2C(Nc3ccccc3Oc2s1)=O
CCC(=O)Cl.Oc1cccc(c1)Br.O.Cl.ClCCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1O)Br
CCC(=O)Cl.Oc1cccc2cccnc12.Cl.ClCCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc(c2ncccc12)O
CCC(=O)Cl.c1ccc(cc1)-c1ccccc1.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1)-c1ccccc1
CCC(=O)Cl.c1ccc(cc1)C1CC1.Cl[Al](Cl)Cl,CCC(=O)c1ccc(cc1)C1CC1
CCC(=O)Cl.c1ccc2CCc3ccccc3-c2c1.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2c(c1)CCc1ccccc1-2
CCC(=O)Cl.c1ccc2CCc3ccccc3-c2c1.O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2c(c1)CCc1ccccc1-2
CCC(=O)Cl.c1ccc2Cc3ccccc3-c2c1.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2c(c1)Cc1ccccc1-2
CCC(=O)Cl.c1ccc2Cc3ccccc3-c2c1.O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2c(c1)Cc1ccccc1-2
CCC(=O)Cl.c1ccc2OCCc2c1.Cl.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2OCCc2c1
CCC(=O)Cl.c1ccc2OCCc2c1.Cl.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2OCCc2c1
CCC(=O)Cl.c1ccc2OCCc2c1.Cl.ClCCl.Cl[Sn](Cl)(Cl)Cl,CCC(=O)c1ccc2OCCc2c1
CCC(=O)Cl.c1ccc2SCCc2c1.Cl.ClC=CCl.Cl[Al](Cl)Cl,CCC(=O)c1ccc2SCCc2c1
CCC(=O)Cl.c1ccsc1.Cl.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1cccs1
CCC(=O)Cl.c1ccsc1.c1ccccc1.Cl[Sn](Cl)(Cl)Cl,CCC(=O)c1cccs1
CCC(=O)Cl.c1cn2cncc2s1.O.O=C(O[Na])O[Na].O=S(=O)(O[Na])O[Na].S=C=S.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1ncn2ccsc12
CCC(=O)N1CCc2ccccc21.O=C(Cl)CCl.Cl[Al](Cl)Cl,CCC(=O)N1CCc2cc(ccc21)C(=O)CCl
CCC(=O)OC(=O)CC.COC(=O)c1ccc2cc[nH]c2c1.ClCCl.Cl[Al](Cl)Cl,CCC(=O)c1c[nH]c2cc(ccc12)C(=O)OC
CCC(=O)OC(=O)CC.COc1ccccc1.Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)CC
CCC(=O)OC(=O)CC.COc1ccccc1.Cl[Zn]Cl,COc1ccc(cc1)C(=O)CC
CCC(=O)OC(=O)CC.COc1ccccc1.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)CC
CCC(Br)C(=O)Br.Cn1c(sc2ccccc21)=O.S=C=S.Cl[Al](Cl)Cl,CCC(Br)C(=O)c1ccc2sc(n(c2c1)C)=O
CCC(Br)C(=O)Br.O=c1[nH]c2ccccc2s1.O.O.ClCCl.Cl[Al](Cl)Cl,CCC(Br)C(=O)c1ccc2[nH]c(sc2c1)=O
CCC(Br)C(=O)Br.O=c1ccc2cccc(c2[nH]1)O.S=C=S.Cl[Al](Cl)Cl,CCC(Br)C(=O)c1ccc(c2[nH]c(ccc12)=O)O
CCC(Br)C(=O)Cl.Clc1ccc2sccc2c1.O.ClCCl.Cl[Al](Cl)Cl,CCC(Br)C(=O)c1cc2cc(ccc2s1)Cl
CCC(C)(C)c1ccccc1.O=C1OC(c2ccccc12)=O.CC[Zn]CC.Cl[Al](Cl)Cl,CCC(C)(C)c1ccc(cc1)C(=O)c1ccccc1C(=O)O
CCC(C)CC(=O)Cl.c1ccc(cc1)-c1ccccc1.O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CCC(C)CC(=O)c1ccc(cc1)-c1ccccc1
CCC(C)Cc1ccc(c(c1)F)-c1ccccc1.CCCC[C@@H]1CC[C@H](CC1)CC(=O)Cl.Cl[Al](Cl)Cl.ClCCl.O,CCC(C)Cc1ccc(c(c1)F)-c1ccc(cc1)C(=O)C[C@H]1CC[C@@H](CC1)CCCC
CCC(C)c1c(nc2ccnn2c1NC(C)C(F)(F)F)Cl.CC(=O)Cl.Cl[Al](Cl)Cl,CCC(C)c1c(nc2c(cnn2c1NC(C)C(F)(F)F)C(C)=O)Cl
CCC(C)c1ccccc1.O=C(Cl)c1ccccc1.C[ClH].Cl[Al](Cl)Cl,CCC(C)c1ccc(cc1)C(=O)c1ccccc1
CCC(C)c1ccccc1.O=C(Cl)c1ccccc1.Cl.Cl[Al](Cl)Cl,CCC(C)c1ccc(cc1)C(=O)c1ccccc1
CCC(C)c1ccccc1.O=C(Cl)c1ccccc1.Cl[Al](Cl)Cl.[ClH-],CCC(C)c1ccc(cc1)C(=O)c1ccccc1
CCC(C)c1ccccc1.O=C(Cl)c1ccccc1F.Cl[Al](Cl)Cl.[C+4].[SH-].[SH-].[SH-].[SH-],CCC(C)c1ccc(cc1)C(=O)c1ccccc1F
CCC(C)c1ccccc1.O=C1CCC(O1)=O.O.O.C[C@H]1CN(C[C@H](O1)C)CC1CCC(C1)c1ccc(cc1)C(C)CC.Cl[Al](Cl)Cl,CCC(C)c1ccc(cc1)C(=O)CCC(=O)O
CCC(CC)(Cc1cc2cc(ccc2n1Cc1ccc(cc1)Cl)OCc1ccc2ccccc2n1)C(=O)OC.CC(C)(C)CC(=O)Cl.Cl[Al](Cl)Cl.ClCCl,CCC(CC)(Cc1c(c2cc(ccc2n1Cc1ccc(cc1)Cl)OCc1ccc2ccccc2n1)C(=O)CC(C)(C)C)C(=O)OC
CCC(CC)C(=O)Cl.Cc1coc2ccc(cc12)F.O.C[N+]([O-])=O.Cl[Al](Cl)Cl,CCC(CC)C(=O)c1oc2ccc(cc2c1C)F
CCC(CC)C(=O)Cl.Cc1csc2ccccc21.O.C[N+]([O-])=O.Cl[Al](Cl)Cl,CCC(CC)C(=O)c1sc2ccccc2c1C
CCC(Cc1cccc2CC(Cc21)(CC)CC)C(=O)Cl.CCC1(Cc2cccc(c2C1)CC(CC)C(=O)O)CC.O=S(Cl)Cl.ClCCl.Cl[Al](Cl)Cl,CCC1(Cc2c(ccc3C(C(Cc23)CC)=O)C1)CC
CCC(Cc1ccccc1Br)C(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,CCC1Cc2c(cccc2C1=O)Br
CCC(Cc1ccccc1C)C(=O)Cl.O.Cc1ccccc1.Cl[Al](Cl)Cl,Cc1cccc2C(C(Cc12)CC)=O
CCC1(c2cc(ccc2-c2ccccc21)N(c1ccccc1)c1ccccc1)CC.O=C(Br)CBr.ClCCCl.Cl[Al](Cl)Cl,CCC1(c2cc(ccc2-c2ccc(cc21)N(c1ccccc1)c1ccccc1)C(=O)CBr)CC
CCCC(=O)Cl.Brc1ccccc1.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(cc1)Br
CCCC(=O)Cl.CC(=O)Nc1ccccc1.O.O.S=C=S.Cl[Al](Cl)Cl,CC(=O)Nc1ccc(cc1)C(=O)CCC
CCCC(=O)Cl.CCOC(=O)C1Cc2ccc(c(c2O1)Cl)Cl.O.Cl[Al](Cl)Cl,CCCC(=O)c1cc2CC(Oc2c(c1Cl)Cl)C(=O)O
CCCC(=O)Cl.COc1cccc(c1Cl)Cl.CCCCCCC.S=C=S.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(c(c1Cl)Cl)O
CCCC(=O)Cl.COc1ccccc1OS(C)(=O)=O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1OS(C)(=O)=O)C(=O)CCC
CCCC(=O)Cl.Cc1c(cccc1O)O.ClCCl.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(c(c1O)C)O
CCCC(=O)Cl.Cn1c(oc2ccccc21)=O.CN(C)C=O.Cl[Al](Cl)Cl,CCCC(=O)c1ccc2c(c1)oc(n2C)=O
CCCC(=O)Cl.Fc1cccc2cccc(c12)F.ClCCl.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(c2c(cccc12)F)F
CCCC(=O)Cl.Fc1ccccc1.ClCCl.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(cc1)F
CCCC(=O)Cl.Fc1ccccc1.Cl[Al](Cl)Cl,CCCC(=O)c1ccc(cc1)F
CCCC(=O)Cl.O=C1Cc2ccccc2N1.O.ClCCCl.Cl[Al](Cl)Cl,CCCC(=O)c1ccc2NC(Cc2c1)=O
CCCC(=O)Cl.O=C1Nc2ccccc2Oc2sccc12.ClCCCl.Cl[Al](Cl)Cl,CCCC(=O)c1cc2C(Nc3ccccc3Oc2s1)=O
CCCC(=O)Cl.O=c1[nH]c2ccccc2o1.CN(C)C=O.Cl[Al](Cl)Cl,CCCC(=O)c1ccc2[nH]c(oc2c1)=O
CCCC(=O)Cl.O=c1[nH]cc[nH]1.O.ClCCl.Cl[Al](Cl)Cl,CCCC(=O)c1c[nH]c([nH]1)=O
CCCC(=O)Cl.c1ccc2cnc(n2c1)-c1cccc2ccccc21.ClCCl.Cl[Al](Cl)Cl,CCCC(=O)c1nc(n2ccccc12)-c1cccc2ccccc21
CCCC(=O)Cl.c1ccccc1.C=Cc1ccccc1C=C.Cl[Al](Cl)Cl,CCCC(=O)c1ccccc1
CCCC(=O)OC(=O)CCC.COc1ccccc1O.Cl[Zn]Cl,CCCC(=O)c1ccc(c(c1)OC)O
CCCC(CC(=O)Cl)c1cccc(c1F)F.Cl[Al](Cl)Cl,CCCC1CC(c2ccc(c(c21)F)F)=O
CCCC1(c2cc(ccc2-c2ccccc21)[N+]([O-])=O)CCC.O=C(Cl)CCCCl.ClCCl.Cl[Al](Cl)Cl,CCCC1(c2cc(ccc2-c2ccc(cc21)C(=O)CCCCl)[N+]([O-])=O)CCC
CCCC1(c2ccccc2-c2ccccc21)CCC.O=C(Cl)Cc1ccccc1.ClCCl.Cl[Al](Cl)Cl,CCCC1(c2ccccc2-c2cccc(c21)C(=O)Cc1ccccc1)CCC
CCCC1(c2ccccc2-c2ccccc21)CCC.O=C1CCCC(O1)=O.ClCCl.Cl[Al](Cl)Cl,CCCC1(c2ccccc2-c2ccc(cc21)C(=O)CCCC(=O)O)CCC
CCCCC(=O)Cl.Brc1ccccc1.Cl.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(cc1)Br
CCCCC(=O)Cl.Brc1ccccc1.Cl.S=C=S.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(cc1)Br
CCCCC(=O)Cl.Brc1cccs1.O.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(s1)Br
CCCCC(=O)Cl.CC(=O)N1CCc2ccccc21.O.O.ClCCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc2c(c1)CCN2C(C)=O
CCCCC(=O)Cl.CC(=O)Nc1cccc(c1)OC.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)Nc1ccc(c(c1)O)C(=O)CCCC
CCCCC(=O)Cl.CC(C)Cc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(cc1)CC(C)C
CCCCC(=O)Cl.Cc1c(ccc2cc(ccc21)-c1cc2ccccc2o1)OCC#N.ClCCl.Cl[Sn](Cl)(Cl)Cl,CCCCC(=O)c1c2ccccc2oc1-c1ccc2c(ccc(c2C)OCC#N)c1
CCCCC(=O)Cl.Cc1c(ccc2oc(cc21)C(=O)O)C.O.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1cc2oc(cc2c(c1C)C)C(=O)O
CCCCC(=O)Cl.Cc1coc([nH]1)=O.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1oc([nH]c1C)=O
CCCCC(=O)Cl.Clc1ccccc1Cl.O.O.CCCCCCC.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(c(c1)Cl)Cl
CCCCC(=O)Cl.Fc1cc(c(cc1Br)F)-c1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc(cc1)-c1cc(c(cc1F)Br)F
CCCCC(=O)Cl.N#CCOc1ccc2cc(ccc2c1Cl)-c1cc2ccccc2o1.ClCCl.Cl[Sn](Cl)(Cl)Cl,CCCCC(=O)c1c2ccccc2oc1-c1ccc2c(ccc(c2Cl)OCC#N)c1
CCCCC(=O)Cl.O=C1COc2ccccc2N1.O.ClCCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1ccc2OCC(Nc2c1)=O
CCCCC(=O)Cl.O=c1c2ccccc2ccn2cccc12.ClCCl.Cl[Al](Cl)Cl,CCCCC(=O)c1cc2c(c3ccccc3ccn2c1)=O
CCCCC(CC)C(=O)Cl.Fc1csc2CSCc21.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(CC)C(=O)c1sc2CSCc2c1F
CCCCC(CC)Cn1c2ccccc2c2c1c1ccccc1c(c2)C(=O)c1ccc(cc1)F.Cc1cc(cc(c1C(=O)Cl)C)C.O.O.Clc1ccccc1.Cl[Al](Cl)Cl,Cc1cc(c(c(c1)C)C(=O)c1ccc2c(c1)c1cc(c3ccccc3c1n2CC(CC)CCCC)C(=O)c1ccc(cc1)F)C
CCCCC(CC)Cn1c2ccccc2c2cc(c3ccccc3c21)C=O.O=C(Cl)c1ccccc1F.O.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(CC)Cn1c2ccc(cc2c2cc(c3ccccc3c21)C=O)C(=O)c1ccccc1F
CCCCC(CC)Cn1c2ccccc2c2ccc3ccccc3c21.O=C(Cl)c1ccc(cc1)F.O.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(CC)Cn1c2ccccc2c2cc(c3ccccc3c21)C(=O)c1ccc(cc1)F
CCCCC(CC)Cn1c2ccccc2c2ccccc21.O=C(Cl)c1ccccc1.ClCCl.Cl[Al](Cl)Cl,CCCCC(CC)Cn1c2ccccc2c2cc(ccc21)C(=O)c1ccccc1
CCCCC(CC)Cn1c2ccccc2c2ccccc21.O=C(Cl)c1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,CCCCC(CC)Cn1c2ccccc2c2cc(ccc21)C(=O)c1ccccc1
CCCCC(COC(=O)Cc1ccccc1)CC.O=C(Cl)CCCCl.Cl[Al](Cl)Cl,CCCCC(COC(=O)Cc1ccc(cc1)C(=O)CCCCl)CC
CCCCC1(c2cc(ccc2-c2ccccc21)[N+]([O-])=O)CCCC.CC(=O)Cl.O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc2-c3ccc(cc3C(c2c1)(CCCC)CCCC)[N+]([O-])=O
CCCCC1(c2cc(ccc2-c2ccccc21)[N+]([O-])=O)CCCC.CC(=O)Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc2-c3ccc(cc3C(c2c1)(CCCC)CCCC)[N+]([O-])=O
CCCCC1CCC(CC1)C(=O)Cl.c1ccccc1.Cl[Al](Cl)Cl.O,CCCCC1CCC(CC1)C(=O)c1ccccc1
CCCCCC(=O)Cl.Brc1ccccc1.O.Cl[Al](Cl)Cl,CCCCCC(=O)c1ccc(cc1)Br
CCCCCC(=O)Cl.CC(C)Cc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,CCCCCC(=O)c1ccc(cc1)CC(C)C
CCCCCC(=O)Cl.CC1(COc2ccc(cc21)Br)C.CCCCCC.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CCCCCC(=O)c1cc(cc2c1OCC2(C)C)Br
CCCCCC(=O)Cl.COc1c(cccc1Cl)F.Cl.Cl[Al](Cl)Cl,COc1c(cc(cc1Cl)C(=O)CCCCC)F
CCCCCC(=O)Cl.COc1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)CCCCC
CCCCCC(=O)Cl.COc1ccccc1F.Cl.Cl[Al](Cl)Cl,CCCCCC(=O)c1ccc(c(c1)F)OC
CCCCCC(=O)Cl.Cc1c[nH]c([nH]1)=O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CCCCCC(=O)c1[nH]c([nH]c1C)=O
CCCCCC(=O)Cl.Cc1ccc(cc1)S(=O)(=O)n1ccc2ccccc21.O.ClCCl.Cl[Al](Cl)Cl,CCCCCC(=O)c1cn(c2ccccc12)S(=O)(=O)c1ccc(cc1)C
CCCCCC(=O)Cl.c1ccsc1.Cl[Sn](Cl)(Cl)Cl.O.Cl,CCCCCC(=O)c1cccs1
CCCCCC(=O)Cl.c1ccsc1.c1ccccc1.Cl[Sn](Cl)(Cl)Cl.Cl,CCCCCC(=O)c1cccs1
CCCCCC(=O)OC(=O)CCCCC.c1ccc(s1)-c1cccs1.Cc1ccccc1.CCCC(CC)c1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1ccc(s1)C(CC)CCC.CC[O+](CC)[B-](F)(F)F,CCCCCC(=O)c1ccc(s1)-c1cccs1
CCCCCCC(=O)Cl.Brc1ccc2ccccc2c1.Cl[Al](Cl)Cl,CCCCCCC(=O)c1ccc2cc(ccc2c1)Br
CCCCCCC(=O)Cl.Brc1cccs1.c1ccccc1.Cl[Al](Cl)Cl,CCCCCCC(=O)c1ccc(s1)Br
CCCCCCC(=O)Cl.Brc1cscc1Br.ClCCl.Cl[Al](Cl)Cl,CCCCCCC(=O)c1scc(c1Br)Br
CCCCCCC(=O)Cl.Brc1cscc1Br.Cl[Al](Cl)Cl,CCCCCCC(=O)c1scc(c1Br)Br
CCCCCCC(=O)Cl.COc1ccc2occ(c2c1)C.O.C[N+]([O-])=O.Cl[Al](Cl)Cl,CCCCCCC(=O)c1oc2ccc(cc2c1C)OC
CCCCCCC(=O)Cl.Cc1ccc(cc1)OC.ClCCl.Cl[Al](Cl)Cl,Cc1ccc(c(c1)C(=O)CCCCCC)O
CCCCCCC(=O)Cl.Oc1ccccc1.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CCCCCCC(=O)c1ccc(cc1)O
CCCCCCC(=O)Cl.c1cc2ccccc2[nH]1.Cl.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CCCCCCC(=O)c1c[nH]c2ccccc12
CCCCCCCC(=O)Cl.CC(=O)NC(CCOC(C)=O)(CCCOC(C)=O)CCc1ccccc1.O.O.ClCCCl.Cl[Al](Cl)Cl,CC(=O)OCCCC(CCOC(C)=O)(CCc1ccc(cc1)C(=O)CCCCCCC)NC(C)=O
CCCCCCCC(=O)Cl.CC(=O)NC(COC(C)=O)(COC(C)=O)CCc1ccccc1.ClCCCl.Cl[Al](Cl)Cl,CC(=O)OCC(COC(C)=O)(CCc1ccc(cc1)C(=O)CCCCCCC)NC(C)=O
CCCCCCCC(=O)Cl.Cc1ccc(cc1)S(=O)(=O)n1cccc1.ClCCl.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1ccn(c1)S(=O)(=O)c1ccc(cc1)C
CCCCCCCC(=O)Cl.Cc1ccsc1Br.ClCCCl.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1cc(c(s1)Br)C
CCCCCCCC(=O)Cl.Cc1ccsc1Br.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1cc(c(s1)Br)C
CCCCCCCC(=O)Cl.c1cc2sc3sccc3c2s1.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1cc2sc3sccc3c2s1
CCCCCCCC(=O)Cl.c1cc2sccc2s1.ClCCl.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1cc2sccc2s1
CCCCCCCC(=O)Cl.c1ccc2Cc3ccccc3-c2c1.O.Cl.CCOC(C)=O.S=C=S.Cl[Al](Cl)Cl,CCCCCCCC(=O)c1ccc2c(c1)Cc1ccccc1-2
CCCCCCCC/C=C\CCCCCCCC(=O)Cl.c1nnc(o1)-c1ccccc1.CCCC[Li].Cl[Zn]Cl.I[Cu].C1CCOC1,CCCCCCCCC=CCCCCCCCC(=O)c1nnc(o1)-c1ccccc1
CCCCCCCC1CCC(CC1)c1ccccc1.[O-][N+](=O)c1ccc(cc1)CC(=O)Cl.Cl[Al](Cl)Cl.ClCCl.O,CCCCCCC[C@@H]1CC[C@H](CC1)c1ccc(cc1)C(=O)Cc1ccc(cc1)[N+]([O-])=O
CCCCCCCCCC(=O)Cl.COc1ccc(cc1Cl)OC.ClCCl.O.O.[Cl-].[Cl-].[Cl-].[Cl-].Cl.[Ti+4],COc1cc(c(cc1Cl)OC)C(=O)CCCCCCCCC
CCCCCCCCCC(=O)Cl.COc1ccc2ccccc2c1.O.C[N+]([O-])=O.Cl[Al](Cl)Cl,CCCCCCCCCC(=O)c1ccc2cc(ccc2c1)OC
CCCCCCCCCC(=O)Cl.Cc1cc(c[nH]1)C.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCC(=O)c1c(c[nH]c1C)C
CCCCCCCCCC(=O)Cl.Cc1ccc([nH]1)C.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCC(=O)c1cc([nH]c1C)C
CCCCCCCCCC(=O)Cl.c1ccc(cc1)-c1ccc(cc1)-c1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCC(=O)c1ccc(cc1)-c1ccc(cc1)-c1ccccc1
CCCCCCCCCC(CCCCCCC)C(=O)Cl.Brc1cscc1Br.O.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCC(CCCCCCC)C(=O)c1scc(c1Br)Br
CCCCCCCCCCC(=O)Cl.Brc1csc2c(csc12)Br.Cl[Al](Cl)Cl,CCCCCCCCCCC(=O)c1sc2c(csc2c1Br)Br
CCCCCCCCCCC(=O)Cl.Ic1ccccc1.Cl[Al](Cl)Cl,CCCCCCCCCCC(=O)c1ccc(cc1)I
CCCCCCCCCCCC(=O)Cl.CCOC(=O)c1[nH]c(cc1C)C.O.Cl.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)c1[nH]c(c(c1C)C(=O)CCCCCCCCCCC)C
CCCCCCCCCCCC(=O)Cl.Clc1ccccc1Cl.Cl[Al](Cl)Cl,CCCCCCCCCCCC(=O)c1ccc(c(c1)Cl)Cl
CCCCCCCCCCCC(=O)Cl.c1ccsc1.c1ccccc1.Cl[Sn](Cl)(Cl)Cl.Cl,CCCCCCCCCCCC(=O)c1cccs1
CCCCCCCCCCCCC(=O)Cl.CCOC(=O)c1c[nH]cc1.CCCCCCCCCCCCC(=O)O.c1ccccc1.Cl[Sn](Cl)(Cl)Cl.Cl,CCOC(=O)c1c[nH]c(c1)C(=O)CCCCCCCCCCCC
CCCCCCCCCCCCCC(=O)Cl.Brc1cscc1Br.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCCCCCC(=O)c1scc(c1Br)Br
CCCCCCCCCCCCCC(=O)Cl.Brc1cscc1Br.Cl[Al](Cl)Cl,CCCCCCCCCCCCCC(=O)c1scc(c1Br)Br
CCCCCCCCCCCCCC(=O)Cl.COC(=O)c1ccc[nH]1.c1ccccc1.Cl[Sn](Cl)(Cl)Cl.Cl,COC(=O)c1cc(c[nH]1)C(=O)CCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC(=O)Cl.CCOC(=O)c1ccc(cc1)O.ClC(Cl)C(Cl)Cl.Cl[Al](Cl)Cl.O,CCOC(=O)c1ccc(c(c1)C(=O)CCCCCCCCCCCCCCCCC)O
CCCCCCCCCCCCCCCCCC(=O)Cl.Cc1ccc(cc1)S(=O)(=O)n1cccc1.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCCCCCCCCCC(=O)c1ccn(c1)S(=O)(=O)c1ccc(cc1)C
CCCCCCCCCCCCc1ccccc1.CCC(=O)Cl.ClC(Cl)(Cl)Cl.Cl[Al](Cl)Cl.Cl,CCCCCCCCCCCCc1ccc(cc1)C(=O)CC
CCCCCCCCCCCCc1ccccc1.O=C(Br)CBr.CC(Cl)Cl.Cl[Al](Cl)Cl,CCCCCCCCCCCCc1ccc(cc1)C(=O)CBr
CCCCCCCCCCCCc1ccccc1.O=C(Cl)c1ccccc1.Cl[Al](Cl)Cl,CCCCCCCCCCCCc1ccc(cc1)C(=O)c1ccccc1
CCCCCCCCCCCc1ccccc1.O=C(Br)CBr.Cl[Al](Cl)Cl,CCCCCCCCCCCc1ccc(cc1)C(=O)CBr
CCCCCCCCCc1ccccc1.O=C1OC([C@H]2CCCC[C@H]12)=O.Cl[Al](Cl)Cl,CCCCCCCCCc1ccc(cc1)C(=O)[C@@H]1CCCC[C@H]1C(=O)O
CCCCCCCCOc1ccc(cc1F)-c1ccccc1.CC(=O)Cl.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCOc1ccc(cc1F)-c1ccc(cc1)C(C)=O
CCCCCCCCOc1ccccc1.O=C1CCC(O1)=O.O.S=C=S.Cl[Al](Cl)Cl,CCCCCCCCOc1ccc(cc1)C(=O)CCC(=O)O
CCCCCCCCOc1ccccc1OCCCCCCCC.CS(=O)(=O)c1ccc(cc1)C(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCOc1ccc(cc1OCCCCCCCC)C(=O)c1ccc(cc1)S(C)(=O)=O
CCCCCCCCOc1ccccc1OCCCCCCCC.N#Cc1ccc(cc1)C(=O)Cl.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCOc1cc(ccc1OCCCCCCCC)C(=O)c1ccc(cc1)C#N
CCCCCCCCOc1ccccc1OCCCCCCCC.O=C(Cl)CCCCBr.O.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCOc1ccc(cc1OCCCCCCCC)C(=O)CCCCBr
