[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[C:14]3([c:15]4[cH:16][cH:17][c:18]5[c:19]([cH:20]4)[O:21][CH2:22][O:23]5)[CH2:24][CH2:25]3)[cH:26][c:27]2[c:28]1[CH:29]=[N:30][OH:31]>>CC(C)(C)c1[nH]c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2c1C#N 29;;29-30-2.0,30-31-1.0;29-30-3.0
[CH3:1][CH2:2][CH2:3][S:4](=[O:5])(=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([F:12])[c:13]([C:14](=[O:15])[OH:16])[cH:17]1.[CH3:23][OH:24].[O:18]=[S:19](=[O:20])([OH:21])[OH:22]>>CCCS(=O)(=O)Nc1ccc(F)c(C(=O)OC)c1 16;;14-15-2.0,14-16-1.0,23-24-1.0;14-15-1.0,14-16-2.0,15-23-1.0
[OH:1][OH:2].[cH:3]1[cH:4][n:5][c:6]2[nH:7][cH:8][n:9][c:10]2[cH:11]1>>[O-][n+]1c[nH]c2ncccc21 1;;1-2-1.0;1-9-1.0
[CH3:18][CH2:19][N:20]([CH:21]([CH3:22])[CH3:23])[CH:24]([CH3:25])[CH3:26].[CH3:9][O:10][c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]1.[O:1]=[C:2]([Cl:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1>>COc1cccc(NC(=O)c2cccs2)c1 16;;2-3-1.0;16-2-1.0
[CH3:17][CH2:18][O:19][C:20](=[O:21])[CH:22]=[CH:23][CH2:24][P:25](=[O:26])([O:27][CH2:28][CH3:29])[O:30][CH2:31][CH3:32].[H-:34].[Na+:33].[O:1]=[C:2]1[CH2:3][CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]3[c:11]([cH:12]2)[O:13][CH2:14][O:15]3)[CH2:16]1>>CCOC(=O)C=CC=C1CCN(Cc2ccc3c(c2)OCO3)C1 24;;1-2-2.0,24-25-1.0;2-24-2.0
[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][NH:10]2.[K+:15].[Na+:20].[Na+:21].[O:11]=[N+:12]([O-:13])[O-:14].[O:16]=[C:17]([O-:18])[O-:19]>>O=[N+]([O-])c1cc2c(cc1Br)CCN2 3;;11-12-2.0,12-13-1.0;12-13-2.0,12-3-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[n:13][c:14]([C:15](=[O:16])[OH:17])[cH:18][s:19]2)[CH2:20][CH2:21]1.[CH3:23][CH2:24][N:25]=[C:26]=[N:27][CH2:28][CH2:29][CH2:30][N:31]([CH3:32])[CH3:33].[CH3:34][CH2:35][N:36]([CH2:37][CH3:38])[CH2:39][CH3:40].[CH3:41][NH:42][CH:43]1[CH2:44][CH2:45][CH2:46][c:47]2[cH:48][cH:49][cH:50][cH:51][c:52]21.[ClH:22]>>CN(C(=O)c1csc(C2CCN(C(=O)OC(C)(C)C)CC2)n1)C1CCCc2ccccc21 17,42;;15-16-2.0,15-17-1.0;15-17-2.0,15-42-1.0
[NH2:1][c:2]1[n:3][cH:4][n:5][n:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([CH2:13][OH:14])[cH:15]3)[cH:16][c:17](-[c:18]3[cH:19][cH:20][c:21]4[cH:22][n:23]([CH2:24][c:25]5[cH:26][cH:27][cH:28][cH:29][cH:30]5)[n:31][c:32]4[cH:33]3)[c:34]12.[O:35]=[S:36]([Cl:37])[Cl:38].[cH:39]1[cH:40][cH:41][n:42][cH:43][cH:44]1>>Nc1ncnn2c(-c3cccc(CCl)c3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12 ;;13-14-1.0,36-37-1.0;13-37-1.0
[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][n:7]2[n:8][c:9]([NH:10][c:11]3[cH:12][c:13]([Br:14])[cH:15][n:16]([CH3:17])[c:18]3=[O:19])[cH:20][c:21]2[CH2:22]1.[CH3:23][C:24](=[O:25])[O:26][CH2:27][c:28]1[c:29]([B:30]2[O:31][C:32]([CH3:33])([CH3:34])[C:35]([CH3:36])([CH3:37])[O:38]2)[cH:39][cH:40][cH:41][c:42]1[N:43]1[CH2:44][CH2:45][n:46]2[c:47]([cH:48][c:49]3[c:50]2[CH2:51][CH2:52][CH2:53][CH2:54]3)[C:55]1=[O:56].[CH3:57][O:58][CH2:59][CH2:60][O:61][CH3:62].[Na+:63].[Na+:64].[O:65]=[C:66]([O-:67])[O-:68]>>CC(=O)OCc1c(-c2cc(Nc3cc4n(n3)CCN(C(C)=O)C4)c(=O)n(C)c2)cccc1N1CCn2c(cc3c2CCCC3)C1=O ;;13-14-1.0,29-30-1.0;13-29-1.0
[NH4+:19].[O:1]=[C:2]([Cl:3])[C:4](=[O:5])[Cl:6].[O:7]=[C:8]([OH:9])[c:10]1[cH:11][n:12][c:13]([Cl:14])[cH:15][c:16]1[Cl:17].[OH-:18]>>NC(=O)c1cnc(Cl)cc1Cl 19;;8-9-1.0;19-8-1.0
[CH3:27][CH2:28][O:29][C:30](=[O:31])[c:32]1[n:33][c:34]([CH2:35][c:36]2[c:37](-[c:38]3[cH:39][cH:40][c:41]([F:42])[cH:43][cH:44]3)[n:45][c:46]3[cH:47][cH:48][c:49]([F:50])[cH:51][n:52]23)[n:53][o:54]1.[CH3:55][NH2:56].[NH2:1][NH:2][C:3](=[O:4])[c:5]1[n:6][c:7]([CH2:8][c:9]2[c:10](-[c:11]3[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]3)[n:18][c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]23)[n:25][o:26]1>>CNC(=O)c1nc(Cc2c(-c3ccc(F)cc3)nc3ccc(F)cn23)no1 56;;28-29-1.0,29-30-1.0,30-31-2.0;29-30-2.0,30-56-1.0
[Cl:1][c:2]1[n:3][c:4]([Cl:5])[c:6]2[c:7]([n:8]1)[CH:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[CH2:16][CH2:17]2.[NH2:18][CH:19]1[CH2:20][CH2:21]1.[OH2:22]>>Clc1nc(NC2CC2)c2c(n1)C(c1ccccc1)CC2 18;;4-5-1.0;18-4-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][N:8]([CH3:9])[C:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([NH:16][CH:17]([c:18]2[o:19][c:20]3[cH:21][cH:22][c:23]([O:24][CH2:25][c:26]4[cH:27][cH:28][cH:29][cH:30][cH:31]4)[cH:32][c:33]3[c:34]2[CH3:35])[CH:36]([CH3:37])[CH3:38])[cH:39][cH:40]1.[Na+:42].[OH-:41]>>Cc1c(C(Nc2ccc(C(=O)N(C)CCC(=O)O)cc2)C(C)C)oc2ccc(OCc3ccccc3)cc12 ;3;2-3-1.0;
[CH3:1][c:2]1[cH:3][c:4]([NH2:5])[c:6]2[nH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][n:14]3)[cH:15][c:16]2[cH:17]1.[O:18]=[C:19]1[CH2:20][CH2:21][O:22][CH2:23][CH2:24]1>>Cc1cc(NC2CCOCC2)c2[nH]c(-c3ccccn3)cc2c1 5;19;18-19-2.0;19-5-1.0
[NH2:15][c:16]1[cH:17][cH:18][s:19][c:20]1-[c:21]1[n:22][cH:23][cH:24][o:25]1.[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[cH:10][n:11][cH:12][cH:13][c:14]12>>O=C(Cc1cccc2cnccc12)Nc1ccsc1-c1ncco1 15;;2-3-1.0;15-2-1.0
[CH3:25][CH2:26][N:27]([CH2:28][CH3:29])[CH2:30][CH3:31].[NH2:13][CH2:14][c:15]1[cH:16][cH:17][c:18]2[n:19][cH:20][cH:21][cH:22][c:23]2[cH:24]1.[NH2:1][c:2]1[cH:3][c:4]([Cl:5])[n:6][c:7]([Cl:8])[c:9]1[N+:10](=[O:11])[O-:12]>>Nc1cc(Cl)nc(NCc2ccc3ncccc3c2)c1[N+](=O)[O-] 13;;7-8-1.0;13-7-1.0
[CH3:18][CH2:19][O:20][C:21](=[O:22])[C:23]1([NH2:24])[CH2:25][CH2:26]1.[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][c:9]1[cH:10][cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16]1.[ClH:17]>>CCOC(=O)C1(NCc2cccc(O[Si](C)(C)C(C)(C)C)c2)CC1 24;14;14-15-2.0;14-24-1.0
[CH3:1][c:2]1[n:3][n:4]([CH3:5])[c:6]2[n:7][c:8]([Cl:9])[c:10]([CH:11]=[O:12])[cH:13][c:14]12.[CH3:21][CH2:22][NH:23][CH2:24][CH:25]1[CH2:26][CH2:27][CH2:28][CH2:29]1.[K+:19].[K+:20].[O:15]=[C:16]([O-:17])[O-:18].[OH2:30]>>CCN(CC1CCCC1)c1nc2c(cc1C=O)c(C)nn2C 23;;8-9-1.0;23-8-1.0
[CH3:1][c:2]1[cH:3][c:4]([C:5]([NH2:6])=[O:7])[cH:8][c:9]([CH3:10])[c:11]1[CH2:12][CH2:13][C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20].[CH3:21][CH2:22][N:23]([CH2:24][CH3:25])[CH2:26][CH3:27].[O:28]=[C:29]([O:30][C:31](=[O:32])[C:33]([F:34])([F:35])[F:36])[C:37]([F:38])([F:39])[F:40]>>Cc1cc(C#N)cc(C)c1CCC(=O)OC(C)(C)C 6;;5-6-1.0,5-7-2.0;5-6-3.0
[CH2:31]1[CH2:32][O:33][CH2:34][CH2:35][NH:36]1.[CH3:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]2[c:8]([c:9]3[c:10](=[O:11])[c:12](-[c:13]4[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]4)[cH:21][n:22]([CH2:23][CH2:24][CH2:25][Cl:26])[c:27]13)[CH2:28][CH2:29][CH2:30]2.[I-:44].[K+:41].[K+:42].[Na+:43].[O:37]=[C:38]([O-:39])[O-:40]>>CCCOc1cc2c(c3c(=O)c(-c4ccc(OC)cc4)cn(CCCN4CCOCC4)c13)CCC2 36;;25-26-1.0;25-36-1.0
[CH2:23]1[CH2:24][CH2:25][O:26][CH2:27]1.[CH3:47][CH2:48][O:49][C:50](=[O:51])[N:52]=[N:53][C:54](=[O:55])[O:56][CH2:57][CH3:58].[O:1]=[C:2]([NH:3][c:4]1[cH:5][c:6]([C:7]([F:8])([F:9])[F:10])[c:11]([Cl:12])[cH:13][c:14]1[OH:15])[c:16]1[cH:17][cH:18][n:19][cH:20][c:21]1[F:22].[cH:28]1[cH:29][cH:30][c:31]([P:32]([c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[c:39]2[cH:40][cH:41][cH:42][cH:43][cH:44]2)[cH:45][cH:46]1>>Fc1cnccc1-c1nc2cc(C(F)(F)F)c(Cl)cc2o1 15,3;;1-2-2.0,14-15-1.0,2-3-1.0,3-4-1.0;14-15-1.5,15-2-1.5,2-3-1.5,3-4-1.5
[K+:1].[K+:2].[O:17]=[C:18]([NH:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][s:25]1)[c:26]1[cH:27][cH:28][c:29]([F:30])[n:31][c:32]1[F:33].[O:3]=[C:4]([O-:5])[O-:6].[SH:7][CH2:8][CH2:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>O=C(NCc1cccs1)c1ccc(F)nc1SCCCc1ccccc1 7;;32-33-1.0;32-7-1.0
[O:1]=[C:2]1[CH2:3][N:4]([C:5](=[O:6])[c:7]2[n:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([F:14])[c:15]([Cl:16])[cH:17]3)[c:18](-[c:19]3[cH:20][c:21]([F:22])[cH:23][c:24]([Cl:25])[cH:26]3)[s:27]2)[CH2:28][NH:29]1.[O:30]=[C:31]([OH:32])[c:33]1[n:34][c:35](-[c:36]2[cH:37][cH:38][cH:39][c:40]([Cl:41])[cH:42]2)[c:43](-[c:44]2[cH:45][c:46]([F:47])[cH:48][c:49]([Cl:50])[cH:51]2)[s:52]1>>O=C1CN(C(=O)c2nc(-c3cccc(Cl)c3)c(-c3cc(F)cc(Cl)c3)s2)CN1 ;13;13-14-1.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([NH2:16])[cH:17][cH:18]2)[CH2:19][CH2:20]1.[CH3:21][n:22]1[cH:23][c:24]([Br:25])[n:26][c:27]([Br:28])[c:29]1=[O:30]>>Cn1cc(Br)nc(Nc2ccc(C3CCN(C(=O)OC(C)(C)C)CC3)cc2)c1=O 16;;27-28-1.0;16-27-1.0
[CH3:25][O:26][c:27]1[cH:28][c:29]([N:30]2[CH2:31][CH2:32][N:33]([CH3:34])[CH2:35][CH2:36]2)[cH:37][cH:38][c:39]1[NH2:40].[Cs+:45].[Cs+:46].[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8]([Cl:9])[cH:10][c:11]1[NH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1-[c:19]1[n:20][cH:21][cH:22][cH:23][n:24]1.[O:41]=[C:42]([O-:43])[O-:44]>>COc1cc(N2CCN(C)CC2)ccc1Nc1cc(Nc2ccccc2-c2ncccn2)c(C(F)(F)F)cn1 40;;8-9-1.0;40-8-1.0
[CH3:23][CH2:24][N:25]([CH:26]([CH3:27])[CH3:28])[CH:29]([CH3:30])[CH3:31].[CH3:2][O:3][C:4](=[O:5])[CH:6]1[CH2:7][CH2:8][NH:9][CH:10]([c:11]2[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]2[CH3:21])[CH2:22]1.[CH3:32][O:33][C:34](=[O:35])[Cl:36].[ClH:1]>>COC(=O)C1CCN(C(=O)OC)C(c2ccc(C(F)(F)F)cc2C)C1 9;;34-36-1.0;34-9-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]1=[N:10][C:11]2([c:12]3[cH:13][c:14]([NH2:15])[cH:16][cH:17][c:18]3[F:19])[CH2:20][O:21][CH:22]([C:23]([F:24])([F:25])[F:26])[CH:27]2[CH2:28][S:29]1.[O:30]=[C:31]([OH:32])[c:33]1[cH:34][n:35][c:36]([CH:37]([F:38])[F:39])[cH:40][n:41]1>>NC1=NC2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)COC(C(F)(F)F)C2CS1 15;8;31-32-1.0,6-8-1.0;15-31-1.0
[CH3:1][S:2](=[O:3])(=[O:4])[O:5][CH:6]1[CH2:7][CH2:8][CH:9]([CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[O:23][CH2:24]1.[N-:26]=[N+:27]=[N-:28].[Na+:25]>>[N-]=[N+]=NC1CCC(C(c2ccccc2)c2ccccc2)OC1 ;;5-6-1.0;26-6-1.0
[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([O:7][c:8]3[cH:9][cH:10][c:11]4[nH:12][c:13]([CH3:14])[c:15]([CH3:16])[c:17]4[cH:18]3)[n:19][cH:20][n:21][c:22]2[cH:23][c:24]1[O:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:33][C:34]([CH3:35])([CH3:36])[O:37][C:38](=[O:39])[O:40][C:41](=[O:42])[O:43][C:44]([CH3:45])([CH3:46])[CH3:47]>>COc1cc2c(Oc3ccc4c(c3)c(C)c(C)n4C(=O)OC(C)(C)C)ncnc2cc1OCc1ccccc1 12;;38-40-1.0;12-38-1.0
[CH3:13][CH:14]([c:15]1[cH:16][cH:17][c:18]([CH:19]2[CH2:20][CH2:21][NH:22][CH2:23][CH2:24]2)[cH:25][cH:26]1)[N:27]1[CH2:28][CH2:29][C:30]([CH2:31][C:32]([CH3:33])([CH3:34])[OH:35])([c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[O:42][C:43]1=[O:44].[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].[CH3:8][O:9][C:10](=[O:11])[Cl:12]>>COC(=O)N1CCC(c2ccc(C(C)N3CCC(CC(C)(C)O)(c4ccccc4)OC3=O)cc2)CC1 22;;10-12-1.0;10-22-1.0
[CH3:15][C:16]([CH3:17])([CH3:18])[O:19][C:20](=[O:21])[O:22][C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29].[CH3:2][CH:3]([NH2:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][cH:14]1.[CH3:30][CH2:31][N:32]([CH2:33][CH3:34])[CH2:35][CH3:36].[Cl-:37].[ClH:1].[NH4+:38]>>CC(N)c1ccc(C(F)(F)F)[n+]([O-])c1 ;;20-21-2.0;13-21-1.0
[CH3:1][CH2:2][c:3]1[n:4][c:5]2[c:6]([CH3:7])[cH:8][c:9]([CH3:10])[n:11][c:12]2[n:13]1[CH2:14][c:15]1[cH:16][cH:17][c:18]([NH:19][CH:20]2[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]2)[cH:26][cH:27]1.[CH3:28][C:29](=[O:30])[OH:31].[CH3:32][N:33]1[CH2:34][CH2:35][C:36](=[O:37])[CH2:38][CH2:39]1.[CH3:40][C:41](=[O:42])[O:43][BH-:44]([O:45][C:46]([CH3:47])=[O:48])[O:49][C:50]([CH3:51])=[O:52].[Na+:53].[Na+:55].[OH-:54]>>CCc1nc2c(C)cc(C)nc2n1Cc1ccc(NC2CCN(C3CCN(C)CC3)CC2)cc1 23;36;36-37-2.0;23-36-1.0
[CH3:11][CH:12]([CH3:13])[Mg+:14].[Cl-:10].[O:15]=[C:16]1[C:17](=[O:18])[N:19]([CH:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[c:33]2[cH:34][cH:35][cH:36][cH:37][c:38]21.[OH:1][c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]([F:8])[cH:9]1>>O=C1N(C(c2ccccc2)c2ccccc2)c2ccccc2C1(O)c1cc(F)c(F)cc1O 3;15;15-16-2.0;15-16-1.0,16-3-1.0
[CH2:46]1[CH2:47][CH2:48][NH:49][CH2:50][CH2:51]1.[CH3:1][CH2:2][c:3]1[s:4][c:5]([C:6](=[O:7])[NH:8][CH:9]2[CH:10]([N:11]([CH2:12][CH:13]3[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4-[c:20]4[cH:21][cH:22][cH:23][cH:24][c:25]43)[C:26](=[O:27])[O-:28])[CH2:29][CH2:30][CH2:31][C:32]2([F:33])[F:34])[cH:35][c:36]1-[c:37]1[cH:38][n:39][c:40]2[cH:41][cH:42][cH:43][n:44][n:45]12>>CCc1sc(C(=O)NC2C(N)CCCC2(F)F)cc1-c1cnc2cccnn12 ;11;11-12-1.0,11-26-1.0;
[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[cH:18]2)[n:19][cH:20][n:21]1.[ClH:30].[NH2:22][c:23]1[cH:24][cH:25][cH:26][c:27]([NH2:28])[cH:29]1>>Nc1cccc(Nc2cc(Nc3cccc(Oc4ccccc4)c3)ncn2)c1 22;;1-2-1.0;2-22-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]1[CH2:10][CH2:11][CH:12]([CH2:13][CH2:14][S:15]([CH3:16])(=[O:17])=[O:18])[CH2:19][CH2:20]1.[O:21]=[C:22]([OH:23])[C:24]([F:25])([F:26])[F:27]>>CS(=O)(=O)CCC1CCC(N)CC1 ;8;6-8-1.0;
[CH2:54]1[CH2:55][CH2:56][O:57][CH2:58]1.[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][c:7]([N:8]([CH3:9])[S:10](=[O:11])(=[O:12])[CH2:13][CH2:14][CH2:15][CH2:16][NH:17][C:18](=[O:19])[c:20]2[cH:21][c:22]([F:23])[cH:24][cH:25][c:26]2[CH2:27][NH:28][C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[c:36]2[cH:37][cH:38][cH:39][n:40][c:41]2[c:42]1[O:43][S:44](=[O:45])(=[O:46])[c:47]1[cH:48][cH:49][c:50]([CH3:51])[cH:52][cH:53]1.[ClH:61].[Li+:59].[OH-:60]>>Cc1ccc(S(=O)(=O)Oc2c(C(=O)O)nc(N(C)S(=O)(=O)CCCCNC(=O)c3cc(F)ccc3CNC(=O)OC(C)(C)C)c3cccnc23)cc1 ;2;1-2-1.0;
[CH3:14][C:15]([CH3:16])([CH3:17])[Si:18]([CH3:19])([CH3:20])[Cl:21].[CH3:1][n:2]1[cH:3][cH:4][n:5][c:6]1[N:7]1[CH2:8][CH2:9][CH:10]([OH:11])[CH2:12][CH2:13]1.[cH:22]1[cH:23][nH:24][cH:25][n:26]1>>Cn1ccnc1N1CCC(O[Si](C)(C)C(C)(C)C)CC1 11;;18-21-1.0;11-18-1.0
[BH4-:1].[Na+:2].[O:3]=[C:4]1[CH2:5][CH:6]2[CH2:7][CH2:8][CH:9]([CH2:10]1)[N:11]2[CH2:12][c:13]1[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]1>>OC1CC2CCC(C1)N2Cc1ccc(Br)cc1 ;3,4;3-4-2.0;3-4-1.0
[CH2:25]1[CH2:26][NH:27][CH2:28]1.[CH3:17][CH2:18][N:19]([CH2:20][CH3:21])[CH2:22][CH3:23].[CH3:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][o:8][c:9]([Cl:10])[n:11]2)[cH:12][c:13]1[N+:14](=[O:15])[O-:16].[ClH:24]>>Cc1ccc(-c2noc(N3CCC3)n2)cc1[N+](=O)[O-] 27;;10-9-1.0;27-9-1.0
[CH2:25]1[CH2:26][CH2:27][NH:28][CH2:29][CH2:30]1.[CH3:16][CH2:17][N:18]([CH:19]([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24].[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6](=[CH:7][c:8]2[cH:9][cH:10][cH:11][c:12]([Br:13])[n:14]2)[S:15]1>>O=C1NC(=O)C(=Cc2cccc(N3CCCCC3)n2)S1 28;;12-13-1.0;12-28-1.0
[CH3:1][CH2:2][O:3][CH2:4][c:5]1[n:6][c:7]2[cH:8][n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16]2[n:17]1[CH2:18][C:19]1([NH:20][C:21](=[O:22])[O:23][C:24]([CH3:25])([CH3:26])[CH3:27])[CH2:28][CH2:29][O:30][CH2:31][CH2:32]1.[ClH:47].[O:33]=[C:34]1[CH2:35][CH2:36][O:37][CH2:38][CH2:39]1.[O:40]=[C:41]1[CH2:42][CH2:43][CH2:44][CH2:45][CH2:46]1>>CCOCc1nc2cnc3ccccc3c2n1CC1(N)CCOCC1 ;20;20-21-1.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[N:5]([C:6](=[O:7])[O-:8])[CH:9]1[CH2:10][CH2:11][CH:12]([OH:13])[CH2:14][CH2:15]1.[CH3:21][C:22]([CH3:23])([CH3:24])[Si:25]([Cl:26])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[CH3:39][CH2:40][O:41][C:42]([CH3:43])=[O:44].[cH:16]1[cH:17][nH:18][cH:19][n:20]1>>CC(C)(C)N(C(=O)[O-])C1CCC(O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CC1 13;;25-26-1.0;13-25-1.0
[CH3:1][CH:2]([CH3:3])[c:4]1[c:5]([C:6](=[O:7])[NH:8][CH2:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[n:18][cH:19]2)[c:20]2[cH:21][cH:22][c:23]([OH:24])[cH:25][c:26]2[n:27]1[CH2:28][c:29]1[cH:30][cH:31][cH:32][cH:33][n:34]1.[I:35][CH:36]1[CH2:37][CH2:38][CH2:39][CH2:40]1>>CC(C)c1c(C(=O)NCc2ccc(C(F)(F)F)nc2)c2ccc(OC3CCCC3)cc2n1Cc1ccccn1 24;;35-36-1.0;24-36-1.0
[Br:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][n:7][c:8]([NH:9][c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][CH2:16][O:17][CH2:18][CH2:19]4)[cH:20][cH:21]3)[n:22][n:23]12.[CH3:24][N:25]([CH3:26])[CH:27]=[O:28]>>N#Cc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12 24;;1-2-1.0,24-25-1.0,25-26-1.0,25-27-1.0;2-24-1.0,24-25-3.0
[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][n:8][c:9]([S:10][c:11]3[cH:12][cH:13][cH:14][c:15]([NH:16][C:17](=[O:18])[NH:19][c:20]4[cH:21][c:22]([C:23]([CH3:24])([CH3:25])[CH3:26])[o:27][n:28]4)[cH:29]3)[c:30]2[cH:31][c:32]1[O:33][CH3:34].[O:35]=[C:36]([O:37][OH:38])[c:39]1[cH:40][cH:41][cH:42][c:43]([Cl:44])[cH:45]1>>COc1cc2ncnc(S(=O)c3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC ;;35-36-2.0;10-35-2.0
[CH3:19][CH2:20][O:21][C:22](=[O:23])[c:24]1[n:25][n:26][c:27](-[c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[o:34]1.[F:1][c:2]1[cH:3][c:4]([O:5][CH:6]2[CH2:7][NH:8][CH2:9]2)[cH:10][cH:11][c:12]1[CH2:13][N:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1>>O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCCC3)c(F)c2)C1 8;;20-21-1.0,21-22-1.0,22-23-2.0;21-22-2.0,22-8-1.0
[Cs+:24].[Cs+:25].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([OH:8])[cH:9][c:10]1[F:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1.[O:20]=[C:21]([O-:22])[O-:23].[O:26]=[N+:27]([O-:28])[c:29]1[cH:30][cH:31][c:32]([Cl:33])[cH:34][n:35]1.[OH2:36]>>O=C(Nc1ccc(Oc2ccc([N+](=O)[O-])nc2)cc1F)OCc1ccccc1 8;;32-33-1.0;32-8-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH:10]([OH:11])[CH2:12][C:13]1([CH3:14])[C:15](=[O:16])[NH:17][c:18]1[n:19][cH:20][cH:21][s:22]1.[O:23]=[C:24]([OH:25])[C:26]([F:27])([F:28])[F:29]>>CC1(C(=O)Nc2nccs2)CC(O)CN1 ;8;6-8-1.0;
